1.178520e+1;0.000000e+0
1.179570e+1;8.940820e-23
1.180930e+1;1.353310e-22
1.182290e+1;1.802810e-22
1.183650e+1;2.034500e-22
1.185010e+1;2.185580e-22
1.186370e+1;2.271540e-22
1.187730e+1;2.220890e-22
1.189090e+1;2.226830e-22
1.190450e+1;2.313260e-22
1.191810e+1;2.295450e-22
1.193170e+1;2.267040e-22
1.194530e+1;2.230620e-22
1.195890e+1;2.188980e-22
1.197250e+1;2.148970e-22
1.198610e+1;2.130440e-22
1.199970e+1;2.440660e-22
1.201340e+1;1.956930e-22
1.202700e+1;1.802050e-22
1.204060e+1;1.916040e-22
1.205420e+1;1.932530e-22
1.206780e+1;1.952040e-22
1.208140e+1;1.964590e-22
1.209500e+1;1.973350e-22
1.210860e+1;1.982670e-22
1.212220e+1;1.990610e-22
1.213580e+1;1.996490e-22
1.214940e+1;2.002070e-22
1.216300e+1;2.002410e-22
1.217660e+1;1.997580e-22
1.219020e+1;2.003990e-22
1.220380e+1;2.017040e-22
1.221740e+1;2.032850e-22
1.223100e+1;2.050180e-22
1.224460e+1;2.068910e-22
1.225820e+1;2.089300e-22
1.227190e+1;2.112270e-22
1.228550e+1;2.139420e-22
1.229910e+1;2.173710e-22
1.231270e+1;2.220170e-22
1.232630e+1;2.283800e-22
1.233990e+1;2.334580e-22
1.235350e+1;2.209070e-22
1.236710e+1;2.082070e-22
1.238070e+1;2.082570e-22
1.239430e+1;2.109360e-22
1.240790e+1;2.133620e-22
1.242150e+1;2.154900e-22
1.243510e+1;2.174510e-22
1.244870e+1;2.193180e-22
1.246230e+1;2.211410e-22
1.247590e+1;2.229420e-22
1.248950e+1;2.247480e-22
1.250310e+1;2.265630e-22
1.251670e+1;2.283930e-22
1.253040e+1;2.302460e-22
1.254400e+1;2.321240e-22
1.255760e+1;2.340340e-22
1.257120e+1;2.359890e-22
1.258480e+1;2.380070e-22
1.259840e+1;2.401390e-22
1.261200e+1;2.423800e-22
1.262560e+1;2.449550e-22
1.263920e+1;2.481960e-22
1.265280e+1;2.532050e-22
1.266640e+1;2.639840e-22
1.268000e+1;2.894860e-22
1.269360e+1;2.810890e-22
1.270720e+1;2.638090e-22
1.272080e+1;2.590880e-22
1.273440e+1;2.577200e-22
1.274800e+1;2.573600e-22
1.276160e+1;2.560280e-22
1.277520e+1;2.651630e-22
1.278880e+1;3.602790e-22
1.280250e+1;3.032750e-22
1.281610e+1;3.066420e-22
1.282970e+1;2.938200e-22
1.284330e+1;2.996250e-22
1.285690e+1;3.102410e-22
1.287050e+1;2.960540e-22
1.288410e+1;2.718480e-22
1.289770e+1;2.736810e-22
1.291130e+1;2.794060e-22
1.292490e+1;2.746000e-22
1.293850e+1;2.763930e-22
1.295210e+1;2.714540e-22
1.296570e+1;2.693760e-22
1.297930e+1;2.656970e-22
1.299290e+1;2.568390e-22
1.300650e+1;2.368500e-22
1.302010e+1;2.040680e-22
1.303370e+1;1.778460e-22
1.304730e+1;1.922010e-22
1.306100e+1;2.147510e-22
1.307460e+1;2.346300e-22
1.308820e+1;2.380640e-22
1.310180e+1;2.410350e-22
1.311540e+1;2.416070e-22
1.312900e+1;2.445720e-22
1.314260e+1;2.449960e-22
1.315620e+1;2.465930e-22
1.316980e+1;2.465150e-22
1.318340e+1;2.475180e-22
1.319700e+1;2.496520e-22
1.321060e+1;2.509980e-22
1.322420e+1;2.506620e-22
1.323780e+1;2.567790e-22
1.325140e+1;2.769240e-22
1.326500e+1;2.792110e-22
1.327860e+1;2.753730e-22
1.330580e+1;2.545420e-22
1.331950e+1;2.462030e-22
1.333310e+1;2.543940e-22
1.334670e+1;2.515450e-22
1.336030e+1;2.468970e-22
1.337390e+1;2.444700e-22
1.338750e+1;2.422440e-22
1.340110e+1;2.408370e-22
1.341470e+1;2.378960e-22
1.342830e+1;2.388930e-22
1.344190e+1;2.380770e-22
1.345550e+1;2.359670e-22
1.346910e+1;2.318820e-22
1.348270e+1;2.364480e-22
1.349630e+1;2.353660e-22
1.350990e+1;2.341880e-22
1.352350e+1;2.330860e-22
1.353710e+1;2.350500e-22
1.355070e+1;2.339670e-22
1.356430e+1;2.367110e-22
1.357790e+1;2.433920e-22
1.359160e+1;2.481000e-22
1.360520e+1;2.519140e-22
1.361880e+1;2.510290e-22
1.363240e+1;2.496480e-22
1.364600e+1;2.439300e-22
1.365960e+1;2.368940e-22
1.367320e+1;2.529610e-22
1.370040e+1;2.608070e-22
1.371400e+1;2.802420e-22
1.375480e+1;2.931660e-22
1.376840e+1;2.857050e-22
1.378200e+1;2.820960e-22
1.379560e+1;2.781120e-22
1.380920e+1;2.708400e-22
1.382280e+1;2.652300e-22
1.383640e+1;2.627310e-22
1.385010e+1;2.579180e-22
1.386370e+1;2.580910e-22
1.387730e+1;2.574190e-22
1.389090e+1;2.605760e-22
1.390450e+1;2.610160e-22
1.391810e+1;2.606290e-22
1.393170e+1;2.661920e-22
1.394530e+1;2.704110e-22
1.395890e+1;2.656680e-22
1.397250e+1;2.598450e-22
