1.295000e+1;0.000000e+0
1.295140e+1;2.263700e-27
1.298514e+1;7.955300e-25
1.302152e+1;1.619000e-24
1.305917e+1;2.471400e-24
1.309815e+1;3.353800e-24
1.313850e+1;4.267200e-24
1.318027e+1;5.212700e-24
1.322350e+1;6.191400e-24
1.326826e+1;7.204500e-24
1.331458e+1;8.253200e-24
1.336254e+1;9.338800e-24
1.341218e+1;1.046200e-23
1.346356e+1;1.162600e-23
1.351675e+1;1.283000e-23
1.357181e+1;1.407600e-23
1.362880e+1;1.536600e-23
1.368780e+1;1.670200e-23
1.374887e+1;1.808400e-23
1.381209e+1;1.951500e-23
1.387752e+1;2.099700e-23
1.394526e+1;2.253000e-23
1.401538e+1;2.411700e-23
1.408796e+1;2.576000e-23
1.416309e+1;2.746100e-23
1.424087e+1;2.922200e-23
1.432137e+1;3.104400e-23
1.440471e+1;3.293100e-23
1.449097e+1;3.488400e-23
1.458027e+1;3.690500e-23
1.467270e+1;3.899700e-23
1.476838e+1;4.116300e-23
1.486743e+1;4.340500e-23
1.496995e+1;4.572600e-23
1.507608e+1;4.812900e-23
1.518594e+1;5.061600e-23
1.529965e+1;5.319000e-23
1.541737e+1;5.585500e-23
1.553922e+1;5.861300e-23
1.566535e+1;6.146800e-23
1.579592e+1;6.442400e-23
1.593107e+1;6.748400e-23
1.607098e+1;7.065100e-23
1.621579e+1;7.392900e-23
1.636570e+1;7.732300e-23
1.652088e+1;8.083500e-23
1.668151e+1;8.447200e-23
1.684779e+1;8.823600e-23
1.701991e+1;9.213200e-23
1.719807e+1;9.616500e-23
1.738250e+1;1.003400e-22
1.757341e+1;1.066700e-22
1.777103e+1;1.165500e-22
1.797560e+1;1.267800e-22
1.818735e+1;1.373700e-22
1.840654e+1;1.483300e-22
1.863344e+1;1.596700e-22
1.886831e+1;1.714200e-22
1.911143e+1;1.835700e-22
1.936310e+1;1.961600e-22
1.962361e+1;2.091800e-22
1.989328e+1;2.226600e-22
2.017243e+1;2.356200e-22
2.046138e+1;2.483900e-22
2.076049e+1;2.616100e-22
2.107011e+1;2.753000e-22
2.139061e+1;2.894600e-22
2.172237e+1;3.041300e-22
2.206579e+1;3.193100e-22
2.242129e+1;3.350200e-22
2.278927e+1;3.512900e-22
2.317018e+1;3.681200e-22
2.356449e+1;3.855500e-22
2.397264e+1;4.035900e-22
2.439515e+1;4.222700e-22
2.483250e+1;4.416000e-22
2.528521e+1;4.616100e-22
2.575384e+1;4.823200e-22
2.623894e+1;5.037600e-22
2.674108e+1;5.259600e-22
2.726087e+1;5.489300e-22
2.779893e+1;5.727100e-22
2.835590e+1;5.973300e-22
2.893244e+1;6.228100e-22
2.952924e+1;6.491900e-22
3.014701e+1;6.727900e-22
3.144845e+1;6.975200e-22
3.284296e+1;7.240200e-22
3.433721e+1;7.524100e-22
3.593833e+1;7.828300e-22
3.678133e+1;7.988500e-22
3.765396e+1;8.154300e-22
3.855725e+1;8.325900e-22
3.949229e+1;8.503500e-22
4.146209e+1;8.702300e-22
4.468407e+1;8.927900e-22
4.825781e+1;9.178000e-22
5.222170e+1;9.400000e-22
5.661836e+1;9.597800e-22
6.149502e+1;9.817300e-22
6.690409e+1;1.006100e-21
1.215978e+2;9.611200e-22
1.422667e+2;9.239200e-22
1.668317e+2;8.830700e-22
1.897779e+2;8.463600e-22
2.161238e+2;8.042000e-22
2.384144e+2;7.685400e-22
2.631386e+2;7.342300e-22
2.905621e+2;7.013300e-22
3.209795e+2;6.648200e-22
3.430811e+2;6.383000e-22
3.792323e+2;6.066100e-22
4.193303e+2;5.706700e-22
4.484658e+2;5.415300e-22
5.131372e+2;5.094900e-22
5.489818e+2;4.808100e-22
5.873899e+2;4.500900e-22
6.285450e+2;4.263000e-22
6.726434e+2;4.051300e-22
7.198958e+2;3.840400e-22
7.705276e+2;3.637900e-22
8.247805e+2;3.440700e-22
8.829136e+2;3.254700e-22
9.452043e+2;3.077900e-22
